52,2023-06-17 15:01:52.294161,Binance,1738.20000000,26514.40000000
53,2023-06-17 15:01:52.879098,Binance,1738.20000000,26514.40000000
54,2023-06-17 15:01:53.462422,Binance,1738.20000000,26514.40000000
55,2023-06-17 15:01:54.041104,Binance,1738.20000000,26514.30000000
56,2023-06-17 15:01:54.615307,Binance,1738.20000000,26514.30000000
57,2023-06-17 15:01:55.196919,Binance,1738.20000000,26514.40000000
58,2023-06-17 15:01:55.768618,Binance,1738.26000000,26514.40000000
59,2023-06-17 15:01:56.349548,Binance,1738.27000000,26514.30000000
60,2023-06-17 15:01:56.937616,Binance,1738.26000000,26514.30000000
61,2023-06-17 15:01:57.523488,Binance,1738.27000000,26514.30000000
62,2023-06-17 15:01:58.105027,Binance,1738.26000000,26514.40000000
63,2023-06-17 15:01:58.733594,Binance,1738.26000000,26514.40000000
64,2023-06-17 15:01:59.317033,Binance,1738.26000000,26517.10000000
65,2023-06-17 15:01:59.901887,Binance,1738.26000000,26517.10000000
66,2023-06-17 15:02:00.483441,Binance,1738.26000000,26517.10000000
67,2023-06-17 15:02:01.052649,Binance,1738.26000000,26517.10000000
68,2023-06-17 15:02:01.634442,Binance,1738.26000000,26517.10000000
69,2023-06-17 15:02:02.218430,Binance,1738.26000000,26517.10000000
70,2023-06-17 15:02:02.803952,Binance,1738.26000000,26517.00000000
71,2023-06-17 15:02:03.387666,Binance,1738.27000000,26517.00000000
72,2023-06-17 15:02:03.969770,Binance,1738.26000000,26517.00000000
73,2023-06-17 15:02:04.550051,Binance,1738.26000000,26517.00000000
74,2023-06-17 15:02:05.125415,Binance,1738.26000000,26517.10000000
75,2023-06-17 15:02:05.708094,Binance,1738.27000000,26517.10000000
76,2023-06-17 15:02:06.291968,Binance,1738.27000000,26517.10000000
77,2023-06-17 15:02:06.864668,Binance,1738.27000000,26517.00000000
78,2023-06-17 15:02:07.446603,Binance,1738.27000000,26517.00000000
79,2023-06-17 15:02:08.029516,Binance,1738.27000000,26517.00000000
80,2023-06-17 15:02:08.612526,Binance,1738.27000000,26517.10000000
81,2023-06-17 15:02:09.195198,Binance,1738.27000000,26517.00000000
82,2023-06-17 15:02:09.777480,Binance,1738.39000000,26517.00000000
83,2023-06-17 15:02:10.366615,Binance,1738.39000000,26517.10000000
84,2023-06-17 15:02:10.938876,Binance,1738.39000000,26517.10000000
85,2023-06-17 15:02:11.521093,Binance,1738.39000000,26517.10000000
86,2023-06-17 15:02:12.092958,Binance,1738.40000000,26517.10000000
87,2023-06-17 15:02:12.675357,Binance,1738.40000000,26517.10000000
88,2023-06-17 15:02:13.257888,Binance,1738.40000000,26517.10000000
89,2023-06-17 15:02:13.841021,Binance,1738.40000000,26517.10000000
90,2023-06-17 15:02:14.426383,Binance,1738.40000000,26517.00000000
91,2023-06-17 15:02:14.999568,Binance,1738.40000000,26517.00000000
92,2023-06-17 15:02:15.579529,Binance,1738.40000000,26517.10000000
93,2023-06-17 15:02:16.162741,Binance,1738.40000000,26517.10000000
94,2023-06-17 15:02:16.744305,Binance,1738.47000000,26517.00000000
95,2023-06-17 15:02:17.327957,Binance,1738.47000000,26517.00000000
96,2023-06-17 15:02:17.907787,Binance,1738.47000000,26517.10000000
97,2023-06-17 15:02:18.490030,Binance,1738.40000000,26517.10000000
98,2023-06-17 15:02:19.064160,Binance,1738.40000000,26517.00000000
99,2023-06-17 15:02:19.646488,Binance,1738.40000000,26517.00000000
100,2023-06-17 15:02:20.225356,Binance,1738.40000000,26517.00000000
101,2023-06-17 15:02:20.795009,Binance,1738.39000000,26517.10000000
102,2023-06-17 15:02:23.364447,Binance,1738.39000000,26517.10000000
103,2023-06-17 15:02:24.718790,Binance,1738.40000000,26517.10000000
104,2023-06-17 15:02:25.302654,Binance,1738.39000000,26517.10000000
105,2023-06-17 15:02:25.875514,Binance,1738.39000000,26517.00000000
106,2023-06-17 15:02:26.458170,Binance,1738.39000000,26517.00000000
107,2023-06-17 15:02:27.043027,Binance,1738.40000000,26517.00000000
108,2023-06-17 15:02:27.625499,Binance,1738.40000000,26517.00000000
109,2023-06-17 15:02:28.205560,Binance,1738.40000000,26517.00000000
