1,2023-06-17 14:46:03.499840,Binance,1738.84000000,26532.50000000
2,2023-06-17 14:46:06.091187,Binance,1738.84000000,26532.50000000
3,2023-06-17 14:46:08.673639,Binance,1738.94000000,26532.40000000
4,2023-06-17 14:46:11.251624,Binance,1738.96000000,26534.20000000
5,2023-06-17 14:46:13.827884,Binance,1738.98000000,26535.90000000
6,2023-06-17 15:00:08.580877,Binance,1738.02000000,26500.20000000
7,2023-06-17 15:00:11.174893,Binance,1738.02000000,26500.10000000
8,2023-06-17 15:00:13.758710,Binance,1738.03000000,26501.90000000
9,2023-06-17 15:00:16.369512,Binance,1738.03000000,26502.90000000
10,2023-06-17 15:01:28.085781,Binance,1738.64000000,26515.50000000
11,2023-06-17 15:01:28.669309,Binance,1738.64000000,26515.60000000
12,2023-06-17 15:01:29.247989,Binance,1738.63000000,26515.60000000
13,2023-06-17 15:01:29.825604,Binance,1738.64000000,26515.60000000
14,2023-06-17 15:01:30.395814,Binance,1738.64000000,26515.50000000
15,2023-06-17 15:01:30.965949,Binance,1738.64000000,26515.60000000
16,2023-06-17 15:01:31.546337,Binance,1738.64000000,26515.60000000
17,2023-06-17 15:01:32.116990,Binance,1738.64000000,26515.60000000
18,2023-06-17 15:01:32.695136,Binance,1738.64000000,26515.60000000
19,2023-06-17 15:01:33.274489,Binance,1738.64000000,26517.30000000
20,2023-06-17 15:01:33.852380,Binance,1738.63000000,26517.30000000
21,2023-06-17 15:01:34.429948,Binance,1738.63000000,26517.30000000
22,2023-06-17 15:01:34.998352,Binance,1738.63000000,26517.40000000
23,2023-06-17 15:01:35.576635,Binance,1738.63000000,26517.40000000
24,2023-06-17 15:01:36.146718,Binance,1738.63000000,26517.40000000
25,2023-06-17 15:01:36.728800,Binance,1738.63000000,26517.40000000
26,2023-06-17 15:01:37.306716,Binance,1738.63000000,26517.40000000
27,2023-06-17 15:01:37.885432,Binance,1738.63000000,26517.40000000
28,2023-06-17 15:01:38.467282,Binance,1738.63000000,26517.40000000
29,2023-06-17 15:01:39.046853,Binance,1738.64000000,26517.30000000
30,2023-06-17 15:01:39.626744,Binance,1738.64000000,26517.40000000
31,2023-06-17 15:01:40.205098,Binance,1738.64000000,26517.40000000
32,2023-06-17 15:01:40.772788,Binance,1738.63000000,26517.40000000
33,2023-06-17 15:01:41.351145,Binance,1738.63000000,26517.40000000
34,2023-06-17 15:01:41.928623,Binance,1738.64000000,26517.40000000
35,2023-06-17 15:01:42.500070,Binance,1738.64000000,26517.40000000
36,2023-06-17 15:01:43.076342,Binance,1738.63000000,26517.40000000
37,2023-06-17 15:01:43.649795,Binance,1738.63000000,26517.40000000
38,2023-06-17 15:01:44.225554,Binance,1738.63000000,26517.40000000
39,2023-06-17 15:01:44.803279,Binance,1738.63000000,26517.40000000
40,2023-06-17 15:01:45.379755,Binance,1738.60000000,26517.30000000
41,2023-06-17 15:01:45.960001,Binance,1738.60000000,26517.30000000
42,2023-06-17 15:01:46.541330,Binance,1738.60000000,26517.30000000
43,2023-06-17 15:01:47.120126,Binance,1738.60000000,26517.30000000
44,2023-06-17 15:01:47.688514,Binance,1738.60000000,26517.20000000
45,2023-06-17 15:01:48.266638,Binance,1738.60000000,26514.50000000
46,2023-06-17 15:01:48.842731,Binance,1738.25000000,26514.50000000
47,2023-06-17 15:01:49.418783,Binance,1738.20000000,26514.40000000
48,2023-06-17 15:01:49.998712,Binance,1738.20000000,26514.30000000
49,2023-06-17 15:01:50.576877,Binance,1738.20000000,26514.30000000
50,2023-06-17 15:01:51.145503,Binance,1738.20000000,26514.30000000
51,2023-06-17 15:01:51.714272,Binance,1738.20000000,26514.30000000
